,Reaction,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,Substrates,Substrate Name,Substrate SMILE
3174,SHSL1r,rxn01816,MNXR15065,,4.2.99.9,"['cys_L[c]', 'suchms[c]']","['L-cysteine', 'O-Succinyl-L-homoserine']","['C(C(C(=O)O)N)S', 'C(COC(=O)CCC(=O)O)C(C(=O)O)N']"
3175,SHSL4r,rxn00740,MNXR84197,,4.2.99.9,"['h2o[c]', 'suchms[c]']","['Water', 'O-Succinyl-L-homoserine']","['O', 'C(COC(=O)CCC(=O)O)C(C(=O)O)N']"
3176,SIMVGLUC_GLCAASE,,,,,"['h2o[c]', 'simvgluc[c]']","['Water', 'simvastatin-acyl-glucuronide']","['O', None]"
3177,SIMVGLUCt2pp,,,,,"['h[p]', 'simvgluc[p]']","['proton', 'simvastatin-acyl-glucuronide']","['[H+]', None]"
3178,SIMVGLUCtex,,,,,['simvgluc[e]'],['simvastatin-acyl-glucuronide'],[None]
3179,SLBSL,rxn07449,,,,['3slact[c]'],['3-Sulfolactate'],['C(C(C(=O)O)O)S(=O)(=O)O']
3180,SMAP_GLC_GLCAASE,,,,,"['h2o[c]', 'smap_glc[c]']","['Water', '2-Sulfamoylacetylphenol Glucuronide']","['O', None]"
3181,SMAP_GLCt2pp,,,,,"['h[p]', 'smap_glc[p]']","['proton', '2-Sulfamoylacetylphenol Glucuronide']","['[H+]', None]"
3182,SMAP_GLCtex,,,,,['smap_glc[e]'],['2-Sulfamoylacetylphenol Glucuronide'],[None]
3183,SMAPtepp,,,,,['smap[c]'],['2-Sulfamoylacetylphenol'],['C1=CC=C(C(=C1)C(=O)CS(=O)(=O)N)O']
3184,SMAPtex,,,,,['smap[e]'],['2-Sulfamoylacetylphenol'],['C1=CC=C(C(=C1)C(=O)CS(=O)(=O)N)O']
3185,SMS,rxn14381,MNXR104453,,,"['crm_hs[c]', 'pchol_hs[c]']","['N-acylsphingosine', 'Phosphatidylcholine']","['CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O', None]"
3186,SMTHFMT,rxn02548,,,,"['amet[c]', 'apgn[c]']","['S-Adenosyl-L-methionine', 'Apigenin']","['C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O']"
3187,SMVACIDtepp,,,,,['smvacid[c]'],['simvastatin dihydroxy acid form'],[None]
3188,SMVACIDtex,,,,,['smvacid[e]'],['simvastatin dihydroxy acid form'],[None]
3189,SN38G_GLCAASE,,,,,"['h2o[c]', 'sn38g[c]']","['Water', 'SN38 glucuronide']","['O', 'CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']"
3190,SN38Gt2pp,,,,,"['h[p]', 'sn38g[p]']","['proton', 'SN38 glucuronide']","['[H+]', 'CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']"
3191,SN38Gtex,,,,,['sn38g[e]'],['SN38 glucuronide'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']
3192,SN38tepp,,,,,['sn38[c]'],['SN-38'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O']
3193,SN38tex,,,,,['sn38[e]'],['SN-38'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O']
3194,SNCOAT,rxn04713,MNXR74912,,2.8.3.-,"['np2msucc[c]', 'succoa[c]']","['Naphthyl-2-methyl-succinic acid', 'Succinyl-CoA']","['C1=CC=C2C=C(C=CC2=C1)CC(CC(=O)O)C(=O)O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O']"
3195,SNG3PQOR,rxn14229,,,,"['glyc3p[c]', 'qn[c]']","['Glycerol 3-phosphate', 'Chinone']","['C(C(COP(=O)(O)O)O)O', 'C1=CC(=O)C=CC1=O']"
3196,SO4t2pp,,,,,"['h[p]', 'so4[p]']","['proton', 'sulfate']","['[H+]', '[O-]S(=O)(=O)[O-]']"
3197,SO4tex,rxn09261,,,,['so4[e]'],['sulfate'],['[O-]S(=O)(=O)[O-]']
3198,SOHOR,rxn05872,,,,"['2oh[c]', 'nad[c]']","['Secondary alcohol', 'Nicotinamide adenine dinucleotide']","[None, 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
3199,SOTA,rxn02944,MNXR32423,,2.6.1.81,"['akg[c]', 'sucorn[c]']","['2-Oxoglutarate', 'N2-Succinyl-L-ornithine']","['C(CC(=O)O)C(=O)C(=O)O', 'C(CC(C(=O)O)NC(=O)CCC(=O)O)CN']"
3200,SPLALDOR,rxn05142,,,,"['h2o[c]', 'nad[c]', 'sinapaldh[c]']","['Water', 'Nicotinamide adenine dinucleotide', 'Sinapaldehyde']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'COC1=CC(=CC(=C1O)OC)C=CC=O']"
3201,SPMDAT1,rxn09264,MNXR104491,,2.3.1.57,"['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']"
3202,SPMDAT2,rxn09265,MNXR104492,,"2.3.1.57, 2.6.1.29","['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']"
3203,SPMDabcpp,,,,,"['atp[c]', 'h2o[c]', 'spmd[p]']","['ATP', 'Water', 'Spermidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(CCNCCCN)CN']"
3204,SPMDtex,rxn09266,,,,['spmd[e]'],['Spermidine'],['C(CCNCCCN)CN']
3205,SPMDtex2pp,,,,,['spmd[c]'],['Spermidine'],['C(CCNCCCN)CN']
3206,SPMS,rxn01406,MNXR95860,R01920,2.5.1.16,"['ametam[c]', 'ptrc[c]']","['S-Adenosylmethioninamine', 'Putrescine']","['C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'C(CCN)CN']"
3207,SPODM,rxn00206,MNXR104498,R00275,1.15.1.1,"['h[c]', 'o2s[c]']","['proton', 'superoxide']","['[H+]', '[O-][O]']"
3208,SPZ_GLC_GLCAASE,,,,,"['h2o[c]', 'spz_glc[c]']","['Water', 'Sulfinpyrazone Glucuronide']","['O', None]"
3209,SPZ_GLCt2pp,,,,,"['h[p]', 'spz_glc[p]']","['proton', 'Sulfinpyrazone Glucuronide']","['[H+]', None]"
3210,SPZ_GLCtex,,,,,['spz_glc[e]'],['Sulfinpyrazone Glucuronide'],[None]
3211,SPZ_SFN_GLC_GLCAASE,,,,,"['h2o[c]', 'spz_sfn_glc[c]']","['Water', 'Sulfinpyrazone Sulfone Glucuronide']","['O', None]"
3212,SPZ_SFN_GLCt2pp,,,,,"['h[p]', 'spz_sfn_glc[p]']","['proton', 'Sulfinpyrazone Sulfone Glucuronide']","['[H+]', None]"
3213,SPZ_SFN_GLCtex,,,,,['spz_sfn_glc[e]'],['Sulfinpyrazone Sulfone Glucuronide'],[None]
3214,SPZ_SFNtepp,,,,,['spz_sfn[c]'],['Sulfinpyrazone Sulfone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)(=O)C4=CC=CC=C4']
3215,SPZ_SFNtex,,,,,['spz_sfn[e]'],['Sulfinpyrazone Sulfone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)(=O)C4=CC=CC=C4']
3216,SPZtepp,,,,,['spz[c]'],['Sulfinpyrazone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4']
3217,SPZtex,,,,,['spz[e]'],['Sulfinpyrazone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4']
3218,SQLE,rxn02063,MNXR4898,,,"['h[c]', 'nadh[c]', 'o2[c]', 'sql[c]']","['proton', 'Nicotinamide adenine dinucleotide - reduced', 'O2', 'squalene']","['[H+]', None, 'O=O', 'CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C']"
3219,SRBL1PR,rxn02313,MNXR59462,,1.1.1.-,"['nadph[c]', 'srbL1p[c]']","['Nicotinamide adenine dinucleotide phosphate - reduced', 'L-Sorbose 1-phosphate']","['C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O', 'C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O']"
3220,SSALxr,rxn00508,MNXR4909,,"1.2.1.16,1.2.1.24","['h2o[c]', 'nad[c]', 'sucsal[c]']","['Water', 'Nicotinamide adenine dinucleotide', 'Succinic semialdehyde']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(CC(=O)O)C=O']"
3221,SSALyr,rxn00509,MNXR4910,,1.2.1.16,"['h2o[c]', 'nadp[c]', 'sucsal[c]']","['Water', 'Nicotinamide adenine dinucleotide phosphate', 'Succinic semialdehyde']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'C(CC(=O)O)C=O']"
3222,STCOATA,rxn05459,MNXR53368,,2.3.1.180,"['coa[c]', 'ocdcaACP[c]']","['Coenzyme A', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
3223,STG_M3_GLCAASE,,,,,"['h2o[c]', 'stg_m3[c]']","['Water', 'Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative)']","['O', None]"
3224,STG_M3t2pp,,,,,"['h[p]', 'stg_m3[p]']","['proton', 'Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative)']","['[H+]', None]"
3225,STG_M3tex,,,,,['stg_m3[e]'],['Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative)'],[None]
3226,STG_M4_GLCAASE,,,,,"['h2o[c]', 'h[c]', 'stg_m4[c]']","['Water', 'proton', 'Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate)']","['O', '[H+]', None]"
3227,STG_M4t2pp,,,,,"['h[p]', 'stg_m4[p]']","['proton', 'Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate)']","['[H+]', None]"
3228,STG_M4tex,,,,,['stg_m4[e]'],['Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate)'],[None]
3229,STGtepp,,,,,['stg[c]'],['Sitagliptin'],['C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N']
3230,STGtex,,,,,['stg[e]'],['Sitagliptin'],['C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N']
3231,STS1,rxn02444,MNXR104605,R03404,3.1.6.2,"['dheas[c]', 'h2o[c]']","['3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-)', 'Water']","['CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)[O-])C', 'O']"
3232,STYSGH,rxn02596,MNXR35877,,3.2.1.22,"['h2o[c]', 'stys[c]']","['Water', 'Stachyose']","['O', 'C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']"
3233,STYSabcpp,,,,,"['atp[c]', 'h2o[c]', 'stys[p]']","['ATP', 'Water', 'Stachyose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']"
3234,STYStex,,,,,['stys[e]'],['Stachyose'],['C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']
3235,SUCBZL,rxn02831,MNXR4944,,6.2.1.26,"['atp[c]', 'coa[c]', 'sucbz[c]']","['ATP', 'Coenzyme A', 'o-Succinylbenzoate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O']"
3236,SUCBZS,rxn02832,MNXR4945,,4.2.1.-,['2shchc[c]'],"['2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate']",['C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O']
3237,SUCCt2_2pp,,,,,"['h[p]', 'succ[p]']","['proton', 'Succinate']","['[H+]', 'C(CC(=O)[O-])C(=O)[O-]']"
3238,SUCCt2_3pp,,,,,"['h[p]', 'succ[p]']","['proton', 'Succinate']","['[H+]', 'C(CC(=O)[O-])C(=O)[O-]']"
3239,SUCCtex,,,,,['succ[e]'],['Succinate'],['C(CC(=O)[O-])C(=O)[O-]']
3240,SUCCtpp,,,,,['succ[c]'],['Succinate'],['C(CC(=O)[O-])C(=O)[O-]']
3241,SUCD1i,,,,,"['fad[c]', 'succ[c]']","['Flavin adenine dinucleotide oxidized', 'Succinate']","[None, 'C(CC(=O)[O-])C(=O)[O-]']"
3242,SUCD4,rxn10126,MNXR84240,,1.3.99.1,"['fadh2[c]', 'q8[c]']","['Flavin adenine dinucleotide reduced', 'Ubiquinone-8']","['CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
3243,SUCDi,rxn06109,MNXR69008,,1.3.5.2,"['q8[c]', 'succ[c]']","['Ubiquinone-8', 'Succinate']","['CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C', 'C(CC(=O)[O-])C(=O)[O-]']"
3244,SUCDimq,,,,,"['mqn8[c]', 'succ[c]']","['Menaquinone 8', 'Succinate']","['CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C', 'C(CC(=O)[O-])C(=O)[O-]']"
3245,SUCOAS,rxn00285,MNXR4958,,6.2.1.5,"['atp[c]', 'coa[c]', 'succ[c]']","['ATP', 'Coenzyme A', 'Succinate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'C(CC(=O)[O-])C(=O)[O-]']"
3246,SUCRtex,rxn09275,,,,['sucr[e]'],['Sucrose'],['C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O']
3247,SUCptspp,,,,,"['pep[c]', 'sucr[p]']","['Phosphoenolpyruvate', 'Sucrose']","['C=C(C(=O)O)OP(=O)(O)O', 'C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O']"
3248,SULFACabcpp,,,,,"['atp[c]', 'h2o[c]', 'sulfac[p]']","['ATP', 'Water', 'sulfoacetate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C(=O)O)S(=O)(=O)O']"
3249,SULFACtex,,,,,['sulfac[e]'],['sulfoacetate'],['C(C(=O)O)S(=O)(=O)O']
3250,SULRi,,,,1.8.1.2,"['h[c]', 'nadph[c]', 'so3[c]']","['proton', 'Nicotinamide adenine dinucleotide phosphate - reduced', 'Sulfite']","['[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O', '[O-]S(=O)[O-]']"
3251,SULabcpp,,,,,"['atp[c]', 'h2o[c]', 'so4[p]']","['ATP', 'Water', 'sulfate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', '[O-]S(=O)(=O)[O-]']"
3252,S_4OH_WARF_GLC_GLCAASE,,,,,"['S_4oh_warf_glc[c]', 'h2o[c]']","['S-4-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']"
3253,S_4OH_WARF_GLCt2pp,,,,,"['S_4oh_warf_glc[p]', 'h[p]']","['S-4-Hydroxywarfarin Glucuronate', 'proton']","[None, '[H+]']"
3254,S_4OH_WARF_GLCtex,,,,,['S_4oh_warf_glc[e]'],['S-4-Hydroxywarfarin Glucuronate'],[None]
3255,S_4OH_WARFtepp,,,,,['S_4oh_warf[c]'],['S-4-Hydroxywarfarin'],[None]
3256,S_4OH_WARFtex,,,,,['S_4oh_warf[e]'],['S-4-Hydroxywarfarin'],[None]
3257,S_6OH_WARF_GLC_GLCAASE,,,,,"['S_6oh_warf_glc[c]', 'h2o[c]']","['S-6-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']"
3258,S_6OH_WARF_GLCt2pp,,,,,"['S_6oh_warf_glc[p]', 'h[p]']","['S-6-Hydroxywarfarin Glucuronate', 'proton']","[None, '[H+]']"
3259,S_6OH_WARF_GLCtex,,,,,['S_6oh_warf_glc[e]'],['S-6-Hydroxywarfarin Glucuronate'],[None]
3260,S_6OH_WARFtepp,,,,,['S_6oh_warf[c]'],['S-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O']
3261,S_6OH_WARFtex,,,,,['S_6oh_warf[e]'],['S-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O']
3262,TAGURabcpp,,,,,"['atp[c]', 'h2o[c]', 'tagur[p]']","['ATP', 'Water', 'D-Tagaturonate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C(=O)C(C(C(C(=O)[O-])O)O)O)O']"
3263,TAGURr,rxn01857,MNXR4977,,1.1.1.58,"['altrn[c]', 'nad[c]']","['D-Altronate', 'Nicotinamide adenine dinucleotide']","['C(C(C(C(C(C(=O)[O-])O)O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
3264,TAGURtex,,,,,['tagur[e]'],['D-Tagaturonate'],['C(C(=O)C(C(C(C(=O)[O-])O)O)O)O']
3265,TALA,rxn01333,MNXR104715,R01827,2.2.1.2,"['g3p[c]', 's7p[c]']","['Glyceraldehyde 3-phosphate', 'Sedoheptulose 7-phosphate']","['C(C(C=O)O)OP(=O)(O)O', 'C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O']"
3266,TARCGLYLi,,,,,"['h[c]', 'tartr_L[c]']","['proton', 'L-tartrate']","['[H+]', 'C(C(C(=O)[O-])O)(C(=O)[O-])O']"
3267,TARTD,rxn00245,MNXR8544,,4.2.1.32,['tartr_L[c]'],['L-tartrate'],['C(C(C(=O)[O-])O)(C(=O)[O-])O']
3268,TARTRDH,rxn04143,MNXR93883,,1.1.1.93,"['nad[c]', 'tartr_L[c]']","['Nicotinamide adenine dinucleotide', 'L-tartrate']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(C(C(=O)[O-])O)(C(=O)[O-])O']"
3269,TARTRDH2,rxn01847,MNXR7120,,1.1.1.93,"['nad[c]', 'tartr_M[c]']","['Nicotinamide adenine dinucleotide', 'meso-Tartrate']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(C(C(=O)[O-])O)(C(=O)[O-])O']"
3270,TAT_GLCAASE,,,,,"['h2o[c]', 'tat[c]']","['Water', 'N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid']","['O', None]"
3271,TATt2pp,,,,,"['h[p]', 'tat[p]']","['proton', 'N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid']","['[H+]', None]"
3272,TATtex,,,,,['tat[e]'],['N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid'],[None]
3273,TAUAT,rxn14301,,,,"['arg_L[c]', 'taur[c]']","['L-arginine', 'Taurine']","['C(CC(C(=O)O)N)CN=C(N)N', 'C(CS(=O)(=O)O)N']"
3274,TAUDO,rxn03630,MNXR69939,,1.14.11.17,"['akg[c]', 'o2[c]', 'taur[c]']","['2-Oxoglutarate', 'O2', 'Taurine']","['C(CC(=O)O)C(=O)C(=O)O', 'O=O', 'C(CS(=O)(=O)O)N']"
3275,TAURabcpp,,,,,"['atp[c]', 'h2o[c]', 'taur[p]']","['ATP', 'Water', 'Taurine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(CS(=O)(=O)O)N']"
3276,TAURtex,,,,,['taur[e]'],['Taurine'],['C(CS(=O)(=O)O)N']
3277,TCHOLAtex,,,,,['tchola[e]'],['taurocholate'],['CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C']
3278,TCLPOR,rxn14054,,,,"['nad[c]', 't3clpol[c]']","['Nicotinamide adenine dinucleotide', 'trans-3-Chloro-2-propene-1-ol']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(C=CCl)O']"
3279,TDCABSHepp,,,,,"['h2o[p]', 'tdechola[p]']","['Water', 'Taurodeoxycholic acid']","['O', 'CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C']"
3280,TDCHOLAtex,,,,,['tdchola[e]'],['taurochenodeoxycholate'],['CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C']
3281,TDCOATA,rxn05457,MNXR53366,,2.3.1.180,"['coa[c]', 'myrsACP[c]']","['Coenzyme A', 'Myristoyl-ACP (n-C14:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
3282,TDECHOLAtex,,,,,['tdechola[e]'],['Taurodeoxycholic acid'],['CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C']
3283,TDG3PACT,rxn10203,MNXR28660,,,"['glyc3p[c]', 'tdcoa[c]']","['Glycerol 3-phosphate', 'Tetradecanoyl-CoA (n-C14:0CoA)']","['C(C(COP(=O)(O)O)O)O', None]"
3284,TDPADGAT,rxn09289,MNXR94268,,2.3.1.210,"['accoa[c]', 'dtdp4addg[c]']","['Acetyl-CoA', 'dTDP-4-amino-4,6-dideoxy-D-galactose']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)N']"
3285,TDPAGTA,rxn01999,MNXR76035,,2.6.1.59,"['dtdp4d6dg[c]', 'glu_L[c]']","['dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)', 'L-glutamate']","['CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O', 'C(CC(=O)O)C(C(=O)O)N']"
3286,TDPDRE,rxn02000,MNXR74752,,5.1.3.13,['dtdp4d6dg[c]'],['dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)'],['CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O']
3287,TDPDRRr,rxn02003,MNXR69950,,1.1.1.133,"['dtdp4d6dm[c]', 'h[c]', 'nadph[c]']","['dTDP-4-dehydro-6-deoxy-L-mannose(2-)', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
