,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,KEGG_id2,BIGG_id,Substrates,Substrate Name,Substrate SMILE,ecNumber
2103,RE1944C,RE1944C,rxn07584,MNXR8719,None,R07770,None,"['atp[c]', 'lipoate[c]']","['ATP', 'lipoate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1CSSC1CCCCC(=O)[O-]']",2.3.1.65
2104,REGFNB_GLC_GLCAASEepp,"Regorafenib-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'regfnb_glc[p]']","['Water', 'regorafenib-N-�-glucuronide']","['O', None]",None
2105,REGFNB_GLCtex,regorafenib-N-?�?�-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['regfnb_glc[e]'],['regorafenib-N-glucuronide'],[None],None
2106,REGFNBtex,Regorafenib diffusion extracellular to periplasm,None,None,None,None,None,['regfnb[e]'],['Regorafenib'],['CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F'],None
2107,REP_GLC_GLCAASEepp,"Repaglinide Acyl-Beta-D-Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rep_glc[p]']","['Water', 'Repaglinide Acyl-Beta-D-Glucuronide']","['O', 'CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O']",None
2108,REP_GLCtex,Repaglinide Acyl-Beta-D-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['rep_glc[e]'],['Repaglinide Acyl-Beta-D-Glucuronide'],['CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O'],None
2109,REPtex,Repaglinide diffusion extracellular to periplasm,None,None,None,None,None,['rep[e]'],['Repaglinide'],['CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O'],None
2110,RHAMNOGALURASEe_IIpp,"Rhamnogalacturonan II degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rhamnogalurII[p]']","['Water', 'Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>']","['O', None]",None
2111,RHAMNOGALURASEe_Ipp,"Rhamnogalacturonan I degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rhamnogalurI[p]']","['Water', 'Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)']","['O', None]",None
2112,RHAMNOGALURIItex,Wine rhamnogalacturonan II transport extracellular to periplasmatic,None,None,None,None,None,['rhamnogalurII[e]'],"['Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>']",[None],None
2113,RHAMNOGALURItex,Potato rhamnogalacturonan I transport extracellular to periplasmatic,None,None,None,None,None,['rhamnogalurI[e]'],"['Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)']",[None],None
2114,RHAT1,rhamnosyltransferase I (LPS core biosynthesis),rxn09225,MNXR94267,None,None,RHAT1,"['dtdprmn[c]', 'kphphhlipa[c]']","['dTDP-L-rhamnose', 'kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA']","['CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O', 'CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])O)O)O)OC6(CC(C(C(O6)C(CO)O)O)OC7(CC(C(C(O7)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC8C(C(C(C(O8)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC']",[None]
2115,RIB_Dtex,D-ribose diffusion extracellular to periplasm,None,None,None,None,None,['rib_D[e]'],['D-ribose'],['C1C(C(C(C(O1)O)O)O)O'],None
2116,RIBabcpp,"D-ribose transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'rib_D[p]']","['ATP', 'Water', 'D-ribose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C1C(C(C(C(O1)O)O)O)O']",None
2117,RMI,L-rhamnose isomerase,rxn01761,MNXR4630,None,R02437,RMI,['rmn[c]'],['L-Rhamnose'],['CC1C(C(C(C(O1)O)O)O)O'],[['5.3.1.14']]
2118,RMK,rhamnulokinase,rxn02161,MNXR4631,None,R03014,RMK,"['atp[c]', 'rml[c]']","['ATP', 'L-Rhamnulose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C(C(C(=O)CO)O)O)O']",[['2.7.1.5']]
2119,RMK2,Rhamnulokinase,rxn01390,MNXR73818,None,R01902,None,"['atp[c]', 'xylu_L[c]']","['ATP', 'L-xylulose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(C(=O)CO)O)O)O']",2.7.1.5
2120,RMNt2pp,"L-rhamnose transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'rmn[p]']","['proton', 'L-Rhamnose']","['[H+]', 'CC1C(C(C(C(O1)O)O)O)O']",None
2121,RMNtex,L-Rhamnose diffusion extracellular to periplasm,rxn09229,None,None,None,RMNtex,['rmn[e]'],['L-Rhamnose'],['CC1C(C(C(C(O1)O)O)O)O'],[None]
2122,RMPA,Rhamnulose-1-phosphate aldolase,rxn01621,MNXR84117,None,R02263,RMPA,['rml1p[c]'],['L-Rhamnulose 1-phosphate'],['CC(C(C(C(=O)COP(=O)(O)O)O)O)O'],[['4.1.2.19']]
2123,RNTR1,ribonucleoside-triphosphate reductase (ATP),rxn05232,MNXR104070,R02014,R02014,RNTR1,"['atp[c]', 'trdrd[c]']","['ATP', 'Reduced thioredoxin']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', None]",[['1.17.4.2']]
2124,RNTR2,ribonucleoside-triphosphate reductase (GTP),rxn05234,MNXR104073,R02020,R02020,RNTR2,"['gtp[c]', 'trdrd[c]']","['GTP', 'Reduced thioredoxin']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', None]",[['1.17.4.2']]
2125,RNTR3,ribonucleoside-triphosphate reductase (CTP),rxn05235,MNXR104076,R02022,R02022,RNTR3,"['ctp[c]', 'trdrd[c]']","['CTP', 'Reduced thioredoxin']","['C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O', None]",[['1.17.4.2']]
2126,RNTR4,ribonucleoside-triphosphate reductase (UTP),rxn05236,MNXR104079,R02023,R02023,RNTR4; RNTR4b,"['trdrd[c]', 'utp[c]']","['Reduced thioredoxin', 'UTP']","[None, 'C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O']","[['1.17.4.2'], None]"
2127,RPE,Ribulose 5-Phosphate 3-Epimerase,rxn01116,MNXR104083,R01529,R01529,RPE; RPE1,['ru5p_D[c]'],['D-ribulose 5-phosphate(2-)'],['C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]'],"[['5.1.3.1'], None]"
2128,RPI,Ribose-5-Phosphate Isomerase,rxn00777,MNXR104084,None,R01056,None,['r5p[c]'],['alpha-D-Ribose 5-phosphate'],['C(C1C(C(C(O1)O)O)O)OP(=O)(O)O'],5.3.1.6
2129,RPN_104557_CB_GLC_GLCAASEepp,"SKF 104557 Carbamyl Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rpn_104557_cb_glc[p]']","['Water', 'SKF 104557 Carbamyl Glucuronide']","['O', None]",None
2130,RPN_104557_CB_GLCtex,SKF 104557 Carbamyl Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['rpn_104557_cb_glc[e]'],['SKF 104557 Carbamyl Glucuronide'],[None],None
2131,RPN_104557tex,SKF 104557  (N-Despropyl Ropinirole) diffusion extracellular to periplasm,None,None,None,None,None,['rpn_104557[e]'],['SKF 104557  (N-Despropyl Ropinirole)'],[None],None
2132,RPN_96990_GLC_GLCAASEepp,"SKF 96990 Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rpn_96990_glc[p]']","['Water', 'SKF 96990 Glucuronide']","['O', None]",None
2133,RPN_96990_GLCtex,SKF 96990 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['rpn_96990_glc[e]'],['SKF 96990 Glucuronide'],[None],None
2134,RPN_96990tex,SKF 96990 diffusion extracellular to periplasm,None,None,None,None,None,['rpn_96990[e]'],['SKF 96990'],[None],None
2135,RPN_OH_GLC_GLCAASEepp,"SKF 89124 Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rpn_oh_glc[p]']","['Water', 'SKF 89124 Glucuronide']","['O', None]",None
2136,RPN_OH_GLCtex,SKF 89124 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['rpn_oh_glc[e]'],['SKF 89124 Glucuronide'],[None],None
2137,RPN_OHtex,Hydroxy Ropinirole diffusion extracellular to periplasm,None,None,None,None,None,['rpn_oh[e]'],['Hydroxy Ropinirole'],[None],None
2138,RSVGLUC_GLCAASEepp,"rosuvastatin-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'rsvgluc[p]']","['Water', 'rosuvastatin-glucuronide']","['O', None]",None
2139,RSVGLUCtex,rosuvastatin-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['rsvgluc[e]'],['rosuvastatin-glucuronide'],[None],None
2140,RSVtex,rosuvastatin diffusion extracellular to periplasm,None,None,None,None,None,['rsv[e]'],['rosuvastatin'],['CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C'],None
2141,RZ5PP,alpha-ribazole 5-phosphate phosphatase,rxn03150,MNXR4671,None,R04594,RBZP; RZ5PP,"['5prdmbz[c]', 'h2o[c]']","['N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole', 'Water']","['CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O', 'O']","[None, ['3.1.3.73']]"
2142,R_6OH_WARF_GLC_GLCAASEepp,"R-6-Hydroxywarfarin Glucuronate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['R_6oh_warf_glc[p]', 'h2o[p]']","['R-6-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']",None
2143,R_6OH_WARF_GLCtex,R-6-Hydroxywarfarin Glucuronate diffusion extracellular to periplasm,None,None,None,None,None,['R_6oh_warf_glc[e]'],['R-6-Hydroxywarfarin Glucuronate'],[None],None
2144,R_6OH_WARFtex,R-6-Hydroxywarfarin diffusion extracellular to periplasm,None,None,None,None,None,['R_6oh_warf[e]'],['R-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O'],None
2145,R_7OH_WARF_GLC_GLCAASEepp,"R-7-Hydroxy Warfarin Glucuronate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['R_7oh_warf_glc[p]', 'h2o[p]']","['R-7-Hydroxy Warfarin Glucuronate', 'Water']","[None, 'O']",None
2146,R_7OH_WARF_GLCtex,R-7-Hydroxy Warfarin Glucuronate diffusion extracellular to periplasm,None,None,None,None,None,['R_7oh_warf_glc[e]'],['R-7-Hydroxy Warfarin Glucuronate'],[None],None
2147,R_7OH_WARFtex,R-7-Hydroxywarfarin diffusion extracellular to periplasm,None,None,None,None,None,['R_7oh_warf[e]'],['R-7-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=C(C=C3)O)OC2=O)O'],None
2148,R_8OH_WARF_GLC_GLCAASEepp,"R-8-Hydroxywarfarin Glucuronate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['R_8oh_warf_glc[p]', 'h2o[p]']","['R-8-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']",None
2149,R_8OH_WARF_GLCtex,R-8-Hydroxywarfarin Glucuronate diffusion extracellular to periplasm,None,None,None,None,None,['R_8oh_warf_glc[e]'],['R-8-Hydroxywarfarin Glucuronate'],[None],None
2150,R_8OH_WARFtex,R-8-Hydroxywarfarin diffusion extracellular to periplasm,None,None,None,None,None,['R_8oh_warf[e]'],['R-8-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C(=CC=C3)O)OC2=O)O'],None
2151,S7PIr,sedoheptulose 7-phosphate isomerase (reversible),rxn03917,MNXR19002,None,R05645; R09768,S7PI; S7PIr,['s7p[c]'],['Sedoheptulose 7-phosphate'],['C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O'],"[['5.3.1.28'], ['5.3.1.28']]"
2152,SADT,Sulfate Adenylyltransferase,rxn00379,MNXR104240,R00529,R00529,MET3; SADT; SADT1r,"['atp[c]', 'h[c]', 'so4[c]']","['ATP', 'proton', 'sulfate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[H+]', '[O-]S(=O)(=O)[O-]']","[None, ['2.7.7.4'], ['2.7.7.4']]"
2153,SADT2,Sulfate adenyltransferase,rxn09240,MNXR69878,None,None,SADT2,"['atp[c]', 'gtp[c]', 'h2o[c]', 'so4[c]']","['ATP', 'GTP', 'Water', 'sulfate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', 'O', '[O-]S(=O)(=O)[O-]']",[['2.7.7.4']]
2154,SB_611855tex,Sb-611855 (Intermediate Of M3) diffusion extracellular to periplasm,None,None,None,None,None,['sb_611855[e]'],['Sb-611855 (Intermediate Of M3)'],[None],None
2155,SB_Ytex,Sb_Y (Intermediate Of M4) diffusion extracellular to periplasm,None,None,None,None,None,['sb_y[e]'],['Sb_Y (Intermediate Of M4)'],[None],None
2156,SCH_488128_GLCAASEepp,"SCH 488128 beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sch_488128[p]']","['Water', 'SCH 488128']","['O', 'C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)OC5C(C(C(C(O5)C(=O)O)O)O)O)O']",None
2157,SCH_488128tex,SCH 488128 diffusion extracellular to periplasm,None,None,None,None,None,['sch_488128[e]'],['SCH 488128'],['C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)OC5C(C(C(C(O5)C(=O)O)O)O)O)O'],None
2158,SCH_57871_GLC_GLCAASEepp,"SCH 57871 Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sch_57871_glc[p]']","['Water', 'SCH 57871 Glucuronide']","['O', None]",None
2159,SCH_57871_GLCtex,SCH 57871 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['sch_57871_glc[e]'],['SCH 57871 Glucuronide'],[None],None
2160,SCH_57871tex,SCH 57871 diffusion extracellular to periplasm,None,None,None,None,None,['sch_57871[e]'],['SCH 57871'],[None],None
2161,SEPHCHS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,rxn11702,MNXR57284,None,R08165,None,"['akg[c]', 'h[c]', 'ichor[c]']","['2-Oxoglutarate', 'proton', 'Isochorismate']","['C(CC(=O)O)C(=O)C(=O)O', '[H+]', 'C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O']",2.2.1.9
2162,SERATi,Serine acetyltransferase (EC 2.3.1.30),rxn00423,MNXR4808,None,R00586,SERAT; SERATi; U48,"['accoa[c]', 'ser_L[c]']","['Acetyl-CoA', 'L-serine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(C(C(=O)O)N)O']","[['2.3.1.30'], ['2.3.1.30'], None]"
2163,SER_THRtex,protein-linked serine or threonine residue (O-glycosylation site) diffusion extracellular to periplasm,None,None,None,None,None,['Ser_Thr[e]'],['protein-linked serine or threonine residue (O-glycosylation site)'],[None],None
2164,SFND_1689_GLC_GLCAASEepp,"Nw 1689 Acyl Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sfnd_1689_glc[p]']","['Water', 'Nw 1689 Acyl Glucuronide']","['O', None]",None
2165,SFND_1689_GLCtex,Nw 1689 Acyl Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['sfnd_1689_glc[e]'],['Nw 1689 Acyl Glucuronide'],[None],None
2166,SFND_1689tex,Nw 1689 (N-Dealkylated Safinamide) diffusion extracellular to periplasm,None,None,None,None,None,['sfnd_1689[e]'],['Nw 1689 (N-Dealkylated Safinamide)'],[None],None
2167,SFTZ_GLC_GLCAASEepp,"Sulfathiazole Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sftz_glc[p]']","['Water', 'Sulfathiazole Glucuronide']","['O', None]",None
2168,SFTZ_GLCtex,Sulfathiazole Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['sftz_glc[e]'],['Sulfathiazole Glucuronide'],[None],None
2169,SFTZtex,Sulfathiazole diffusion extracellular to periplasm,None,None,None,None,None,['sftz[e]'],['Sulfathiazole'],['C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2'],None
2170,SGAT,Stearoyl-glycerol-3-phosphate O-acyltransferase,rxn10204,MNXR92341,None,None,None,"['glyc3p[c]', 'stcoa[c]']","['Glycerol 3-phosphate', 'Stearoyl-CoA (n-C18:0CoA)']","['C(C(COP(=O)(O)O)O)O', None]",None
2171,SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",rxn11703,MNXR57288,None,R08166,None,['2s5epchc[c]'],['2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate'],['C=C(C(=O)O)OC1C=CC(C(C1O)C(=O)O)C(=O)CCC(=O)O'],4.2.99.20
2172,SHCHD2,sirohydrochlorin dehydrogenase (NAD),rxn02774,MNXR69898,None,R03947,SHCHD2,"['dscl[c]', 'nad[c]']","['dihydrosirohydrochlorin', 'Nicotinamide adenine dinucleotide']","['CC1(C(C2=CC3=NC(=CC4=C(C(=C(N4)CC5=C(C(=C(N5)C=C1N2)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",[['1.3.1.76']]
2173,SHCHF,sirohydrochlorin ferrochelatase,rxn02056,MNXR69900,None,R02864,SHCHF,"['fe2[c]', 'scl[c]']","['Fe2+', 'sirohydrochlorin']","['[Fe+2]', 'CC1(C(C2=NC1=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=C2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O']",[['4.99.1.4']]
2174,SHK3Dr,shikimate dehydrogenase,rxn01740,MNXR55917,None,R02413,ARO1_3; SHK3D; SHK3Dr,"['3dhsk[c]', 'h[c]', 'nadph[c]']","['3-Dehydroshikimate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C1C(C(C(=O)C=C1C(=O)O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']","[None, ['1.1.1.25', '1.1.1.282'], ['1.1.1.25', '1.1.1.282']]"
2175,SHKK,shikimate kinase,rxn01739,MNXR4842,None,R02412,ARO1_4; SHKK,"['atp[c]', 'skm[c]']","['ATP', 'Shikimate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1C(C(C(C=C1C(=O)O)O)O)O']","[None, ['2.7.1.71']]"
2176,SHSL2,"O-succinylhomoserine lyase (H2S), irreversible",rxn05957,MNXR32404,None,R01288,SHSL2; SHSL2r,"['h2s[c]', 'suchms[c]']","['Hydrogen sulfide', 'O-Succinyl-L-homoserine']","['S', 'C(COC(=O)CCC(=O)O)C(C(=O)O)N']","[['2.5.1.-', '2.5.1.48'], ['2.5.1.-', '2.5.1.48']]"
2177,SIAASE_OGLYCAN1epp,"Sialidase, mucin-type O-glycans, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sTn_antigen[p]']","['Water', 'sialyl-Tn antigen']","['O', None]",None
2178,SIAASE_OGLYCAN2epp,"Sialidase, mucin-type O-glycans, extracellular, periplasmatic",None,None,None,None,None,"['dsT_antigen[p]', 'h2o[p]']","['disialyl-T antigen', 'Water']","[None, 'O']",None
2179,SIAASE_OGLYCAN3epp,"Sialidase, mucin-type O-glycans, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sT_antigen[p]']","['Water', 'sialyl-T antigen']","['O', None]",None
2180,SIMVGLUC_GLCAASEepp,"simvastatin-acyl-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'simvgluc[p]']","['Water', 'simvastatin-acyl-glucuronide']","['O', None]",None
2181,SIMVGLUCtex,simvastatin-acyl-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['simvgluc[e]'],['simvastatin-acyl-glucuronide'],[None],None
2182,SMAP_GLC_GLCAASEepp,"2-Sulfamoylacetylphenol Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'smap_glc[p]']","['Water', '2-Sulfamoylacetylphenol Glucuronide']","['O', None]",None
2183,SMAP_GLCtex,2-Sulfamoylacetylphenol Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['smap_glc[e]'],['2-Sulfamoylacetylphenol Glucuronide'],[None],None
2184,SMAPtex,2-Sulfamoylacetylphenol diffusion extracellular to periplasm,None,None,None,None,None,['smap[e]'],['2-Sulfamoylacetylphenol'],['C1=CC=C(C(=C1)C(=O)CS(=O)(=O)N)O'],None
2185,SMVACIDtex,simvastatin dihydroxy acid form diffusion extracellular to periplasm,None,None,None,None,None,['smvacid[e]'],['simvastatin dihydroxy acid form'],[None],None
2186,SN38G_GLCAASEepp,"SN38 glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'sn38g[p]']","['Water', 'SN38 glucuronide']","['O', 'CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']",None
2187,SN38Gtex,SN38 glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['sn38g[e]'],['SN38 glucuronide'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O'],None
2188,SN38tex,SN-38 diffusion extracellular to periplasm,None,None,None,None,None,['sn38[e]'],['SN-38'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O'],None
2189,SO4t2pp,"sulfate transport in via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'so4[p]']","['proton', 'sulfate']","['[H+]', '[O-]S(=O)(=O)[O-]']",None
2190,SO4tex,sulfate diffusion extracellular to periplasm,rxn09261,None,None,None,SO4tex; SO4ti; SUL1; SUL2; YGR125W,['so4[e]'],['sulfate'],['[O-]S(=O)(=O)[O-]'],"[None, None, None, None, None]"
2191,SPMDAT1,Spermidine acetyltransferase,rxn09264,MNXR104491,None,None,SPMDAT1; U61,"['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']","[['2.3.1.57'], None]"
2192,SPMDAT2,Spermidine acetyltransferase (N8),rxn09265,MNXR104492,None,None,SPMDAT2,"['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']","[['2.3.1.57', '2.6.1.29']]"
2193,SPMDabcpp,"spermidine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'spmd[p]']","['ATP', 'Water', 'Spermidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(CCNCCCN)CN']",None
2194,SPMDtex,Spermidine diffusion extracellular to periplasm,rxn09266,None,None,None,SPMDtex; SPMDtex2,['spmd[e]'],['Spermidine'],['C(CCNCCCN)CN'],"[None, None]"
2195,SPODM,Superoxide Dismutase,rxn00206,MNXR104498,R00275,R00275,SOD; SODe; SODr; SPODM; SPODMpp,"['h[c]', 'o2s[c]']","['proton', 'superoxide']","['[H+]', '[O-][O]']","[['1.15.1.1'], None, ['1.15.1.1'], ['1.15.1.1'], ['1.15.1.1']]"
2196,SPZ_GLC_GLCAASEepp,"Sulfinpyrazone Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'spz_glc[p]']","['Water', 'Sulfinpyrazone Glucuronide']","['O', None]",None
