organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Bacillus pumilus ATCC 7061,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1042.0,1554.0,1118.0,Laura Kutt,04/17/16,Kbase,pumilus,pumilus.json,536229.0,kb|g.2139,Bacillus pumilus ATCC 7061 (536229.4),1408.0,642791616.0,,pumilus,species
Pseudomonas putida F1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Aerobe,Respiratory,Negative,,1290.0,1718.0,1259.0,,,Kbase,putida,putida.json,351746.0,kb|g.1033,Pseudomonas putida F1 (351746.6),303.0,,,putida,species
Alistipes putredinis DSM 17216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Obligate anaerobe,"Weakly saccharolytic, fermentative",Negative,Commensal,421.0,858.0,721.0,chenry,09/09/14,Kbase,putredinis,putredinis.json,445970.0,kb|g.1522,Alistipes putredinis DSM 17216 (445970.5),28117.0,,,putredinis,species
Helicobacter pylori 26695,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Microaerophile,"Strictly respiratory, glucose is oxidzed but no other sugar is used",Negative,Opportunistic pathogen,447.0,1025.0,833.0,Ines Thiele,08/07/12,Kbase,pylori,pylori.json,85962.0,,Helicobacter pylori 26695 (85962.8),210.0,637000132.0,1.0,pylori,species
,Bacteria,,,,,,,,,,,,,chenry,04/15/16,,pyogenes,pyogenes.json,,,,,,,pyogenes,species
Bartonella quintana Toulouse,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Aerobe,"Strictly respiratory, asaccharolytic",Negative,Pathogen,455.0,894.0,753.0,Eugen Bauer,08/03/14,Kbase,quintana,quintana.json,283165.0,,Bartonella quintana str. Toulouse (283165.4),803.0,637000028.0,1.0,quintana,species
Acinetobacter radioresistens NIPH 2130,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Aerobe,Asaccharolytic,Negative,,857.0,1425.0,1076.0,Laura Kutt,04/18/16,Kbase,radioresistens,radioresistens.json,1217674.0,kb|g.31202,Acinetobacter radioresistens NIPH 2130 (1217674.3),40216.0,2529293102.0,,radioresistens,species
Methylobacterium radiotolerans JCM 2831,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Aerobe,Respiratory,Negative,,1282.0,1539.0,1161.0,Laura Kutt,04/18/16,Kbase,radiotolerans,radiotolerans.json,426355.0,kb|g.1428,Methylobacterium radiotolerans JCM 2831 (426355.14),31998.0,641522638.0,,radiotolerans,species
Lactococcus raffinolactis 4877,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,742.0,1203.0,902.0,Laura Kutt,04/18/16,Kbase,raffinolactis,raffinolactis.json,1215915.0,kb|g.25584,Lactococcus raffinolactis 4877 (1215915.3),1366.0,2600255100.0,,raffinolactis,species
Nevskia ramosa DSM 11499,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia,Anaerobe,Fermentative,Negative,,898.0,1430.0,1099.0,Laura Kutt,04/19/16,ModelSEED,ramosa,ramosa.json,1122603.0,kb|g.207204,,64002.0,2523231050.0,,ramosa,species
"Clostridium ramosum VPI 0427, DSM 1402",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive or negative,Commensal,781.0,1039.0,844.0,Ines Thiele,08/06/12,ModelSEED,ramosum,ramosum.json,445974.0,,Clostridium ramosum DSM 1402 (445974.6),1547.0,641736198.0,2.0,ramosum,species
Eubacterium ramulus ATCC 29099,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,681.0,1129.0,910.0,chenry,09/09/14,Kbase,ramulus,ramulus.json,1256908.0,kb|g.208433,,39490.0,,,ramulus,species
Veillonella ratti ACS-216-V-Col6b,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,716.0,1150.0,903.0,Laura Kutt,04/18/16,Kbase,ratti,ratti.json,883156.0,kb|g.28045,Veillonella ratti ACS-216-V-Col6b (883156.3),103892.0,2534681824.0,,ratti,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,Kbase,rectale,rectale.json,,,,,,4.0,rectale,species
Campylobacter rectus RM3267,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile,"Non-fermentative, asaccharolytic",Negative,,568.0,1017.0,866.0,Laura Kutt,04/18/16,Kbase,rectus,rectus.json,553218.0,kb|g.2258,Campylobacter rectus RM3267 (553218.4),203.0,643886009.0,,rectus,species
Yokenella regensburgei ATCC 43003,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yokenella,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,1338.0,2517.0,1587.0,Laura Kutt,04/18/16,Kbase,regensburgei,regensburgei.json,1002368.0,kb|g.23117,Yokenella regensburgei ATCC 43003 (1002368.3),158877.0,2534682241.0,,regensburgei,species
Providencia rettgeri DSM 1131,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates and amino acids used",Negative,Pathogen,1143.0,1869.0,1268.0,Ines Thiele,06/25/12,Kbase,rettgeri,rettgeri.json,521000.0,,Providencia rettgeri DSM 1131 (521000.6),587.0,2562617097.0,2.0,rettgeri,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,Ines Thiele,,Kbase,reuteri,reuteri.json,,,,1598.0,,,reuteri,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,,,Kbase,rhamnosus,rhamnosus.json,,,,47715.0,,,rhamnosus,species
,Bacteria,,,,,,,,,,,,,,,,rhizophila,rhizophila.json,,,Kocuria rhizophila DC2201 (378753.3),,,,rhizophila,species
Rhodococcus rhodochrous ATCC 21198,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Aerobe,Saccharolytic,Positive,,1274.0,1558.0,1170.0,chenry,04/15/16,Kbase,rhodochrous,rhodochrous.json,1429046.0,kb|g.214743,,1829.0,,,rhodochrous,species
Atopobium rimae ATCC 49626,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,480.0,1054.0,853.0,chenry,04/15/16,Kbase,rimae,rimae.json,553184.0,kb|g.2245,Atopobium rimae ATCC 49626 (553184.4),1383.0,643886019.0,,rimae,species
Yersinia rohdei ATCC 43380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,1198.0,1705.0,1187.0,Laura Kutt,04/18/16,Kbase,rohdei,rohdei.json,527004.0,kb|g.2092,Yersinia rohdei ATCC 43380 (527004.3),29485.0,645058789.0,,rohdei,species
Gordonia rubripertincta NBRC 101908,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Obligate aerobe,Saccharolytic,Positive,,1209.0,1543.0,1143.0,chenry,04/15/16,Kbase,rubripertincta,rubripertincta.json,1077975.0,kb|g.23931,Gordonia rubripertincta NBRC 101908 (1077975.4),36822.0,2523231045.0,,rubripertincta,species
,,,,,,,Obligate anaerobe,,,Probiotic,,,,,,Kbase,ruminantium,ruminantium.json,,,,,,,ruminantium,species
Prevotella ruminicola 23,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,696.0,1146.0,919.0,Laura Kutt,04/17/16,Kbase,ruminicola,ruminicola.json,264731.0,kb|g.559,Prevotella ruminicola 23 (264731.4),839.0,646564560.0,,ruminicola,species
,Bacteria,Firmicutes,,,,,,,,Commensal,,,,,,Kbase,ruminis,ruminis.json,,,Lactobacillus ruminis ATCC 25644 (525362.3),,2537562022.0,3.0,ruminis,species
Fusobacterium russii ATCC 25533,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Microaerophile,Ferments amino acids,Negative,,585.0,1111.0,887.0,Laura Kutt,04/18/16,ModelSEED,russii,russii.json,1278306.0,kb|g.31680,Fusobacterium russii ATCC 25533 (1278306.3),854.0,,,russii,species
Providencia rustigianii DSM 4541,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates and amino acids used",Negative,Pathogen,1829.0,1475.0,1013.0,Ines Thiele,06/25/12,Kbase,rustigianii,rustigianii.json,500637.0,,Providencia rustigianii DSM 4541 (500637.6),158850.0,642979318.0,2.0,rustigianii,species
Clostridium saccharogumia DSM 17460,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Variable,,671.0,1215.0,948.0,Laura Kutt,04/18/16,Kbase,saccharogumia,saccharogumia.json,1121333.0,kb|g.240337,,,,,saccharogumia,species
Enterococcus saccharolyticus DSM8903,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,575.0,1115.0,924.0,Laura Kutt,04/18/16,ModelSEED,saccharolyticus,saccharolyticus.json,351627.0,kb|g.1031,,41997.0,640427106.0,,saccharolyticus,species
Clostridium saccharoperbutylacetonicum N1-4(HMT),Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,1319.0,1496.0,1107.0,Laura Kutt,04/18/16,Kbase,saccharoperbutylacetonicum,saccharoperbutylacetonicum.json,931276.0,kb|g.32397,Clostridium saccharoperbutylacetonicum N1-4(HMT) (931276.4),36745.0,2608642274.0,,saccharoperbutylacetonicum,species
Cronobacter sakazakii ATCC BAA-894,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Facultative anaerobe,"Fermentative, respiratory",Negative,,1132.0,1685.0,1175.0,Laura Kutt,04/18/16,ModelSEED,sakazakii,sakazakii.json,290339.0,kb|g.683,Cronobacter sakazakii ATCC BAA-894 (290339.8),28141.0,640753022.0,,sakazakii,species
Lactobacillus sakei subsp. sakei 23K,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,546.0,1569.0,1101.0,Eugen Bauer,08/03/14,Kbase,sakei,sakei.json,314315.0,,Lactobacillus sakei subsp. sakei 23K (314315.12),1599.0,637000142.0,3.0,sakei,species
Prevotella salivae DSM 15606,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,525.0,2049.0,1160.0,Ines Thiele,06/29/12,Kbase,salivae,salivae.json,888832.0,,Prevotella salivae DSM 15606 (888832.3),228604.0,649989989.0,3.0,salivae,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,,,,,,Kbase,salivarius,salivarius.json,,,,,,,salivarius,species
Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,875.0,1251.0,982.0,chenry,04/15/16,Kbase,salyersiae,salyersiae.json,1121101.0,kb|g.29562,Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988 (1121101.3),291644.0,2531839250.0,,salyersiae,species
,Bacteria,Firmicutes,Bacilli,,,,Facultative anaerobe,,Positive,,,,,Laura Kutt,,,sanguinis,sanguinis.json,,,,,,,sanguinis,species
Eubacterium saphenum ATCC 49989,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,351.0,849.0,734.0,Laura Kutt,04/18/16,Kbase,saphenum,saphenum.json,592031.0,kb|g.2572,Eubacterium saphenum ATCC 49989 (592031.3),51123.0,,,saphenum,species
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,885.0,1409.0,1065.0,Laura Kutt,04/18/16,Kbase,saprophyticus,saprophyticus.json,342451.0,kb|g.966,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 (342451.4),29385.0,637000284.0,,saprophyticus,species
Clostridium sartagoforme AAU1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,824.0,1285.0,989.0,Laura Kutt,04/18/16,ModelSEED,sartagoforme,sartagoforme.json,1202534.0,kb|g.31085,,84031.0,2541047555.0,,sartagoforme,species
Bifidobacterium scardovii JCM 12489 = DSM 13734,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,667.0,1207.0,942.0,chenry,04/15/16,ModelSEED,scardovii,scardovii.json,1150461.0,kb|g.239975,,158787.0,2597490265.0,,scardovii,species
Clostridium scindens ATCC 35704,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Aerotolerant,"Saccharolytic, fermentative",Positive,Commensal,735.0,2049.0,1277.0,Ines Thiele,04/20/12,ModelSEED,scindens,scindens.json,411468.0,,Clostridium scindens ATCC 35704 (411468.9),29347.0,641736197.0,1.0,scindens,species
Staphylococcus sciuri subsp. sciuri Z8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,887.0,1446.0,1097.0,Laura Kutt,04/18/16,ModelSEED,sciuri,sciuri.json,1232666.0,kb|g.244081,,1296.0,2582580768.0,,sciuri,species
Kytococcus sedentarius DSM 20547,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus,Obligate aerobe,Respiratory,Positive,Commensal,653.0,1198.0,945.0,chenry,04/15/16,Kbase,sedentarius,sedentarius.json,478801.0,kb|g.1725,Kytococcus sedentarius DSM 20547 (478801.4),1276.0,644736380.0,,sedentarius,species
,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,"Saccharolytic, fermentative",Negative,,,,,,,Kbase,shahii,shahii.json,,,Alistipes shahii WAL 8301 (717959.3),,650377904.0,,shahii,species
Plesiomonas shigelloides 302-73,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Aerobe,Respiratory,Negative,,981.0,1558.0,1123.0,Laura Kutt,04/18/16,ModelSEED,shigelloides,shigelloides.json,1315976.0,kb|g.31988,Plesiomonas shigelloides 302-73 (1315976.3),703.0,,,shigelloides,species
Campylobacter showae CSUNSWCD,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Aerobe,Respiratory,Negative,,568.0,1017.0,841.0,Laura Kutt,04/18/16,Kbase,showae,showae.json,1244083.0,kb|g.25852,Campylobacter showae CSUNSWCD (1244083.3),204.0,2534681746.0,,showae,species
Staphylococcus simulans ACS-120-V-Sch1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,889.0,1447.0,1083.0,Laura Kutt,04/18/16,ModelSEED,simulans,simulans.json,883166.0,kb|g.28050,Staphylococcus simulans ACS-120-V-Sch1 (883166.5),1286.0,2537562023.0,,simulans,species
Oribacterium sinus F0268,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,595.0,1164.0,896.0,Laura Kutt,04/18/16,ModelSEED,sinus,sinus.json,585501.0,kb|g.2530,Oribacterium sinus F0268 (585501.3),237576.0,,,sinus,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,Kbase,siraeum,siraeum.json,,,,,,,siraeum,species
Methanobrevibacter smithii ATCC 35061,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,"Uses carbon dioxide, hydrogen and formate as energy sources and acetate as carbon source",Positive,Commensal,407.0,714.0,656.0,Ines Thiele,06/29/12,Kbase,smithii,smithii.json,420247.0,,Methanobrevibacter smithii ATCC 35061 (420247.6),2173.0,640427121.0,,smithii,species
Sulfolobus solfataricus P2,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Aerobe,"Saccharolytic, or requires sulphur",Negative,,529.0,1070.0,861.0,Laura Kutt,04/19/16,Kbase,solfataricus,solfataricus.json,273057.0,kb|g.637,Sulfolobus solfataricus P2 (273057.1),2287.0,638154518.0,,solfataricus,species
,Bacteria,,,,,,Obligate anaerobe,,Negative,,,,,,,ModelSEED,somerae,somerae.json,,,,,2558860278.0,,somerae,species
Shigella sonnei Ss046,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222.0,1733.0,1192.0,,,Kbase,sonnei,sonnei.json,300269.0,kb|g.720,Shigella sonnei Ss046 (300269.12),624.0,,,sonnei,species
Bacillus sonorensis L12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1230.0,1673.0,1176.0,Laura Kutt,04/17/16,Kbase,sonorensis,sonorensis.json,1274524.0,kb|g.31657,Bacillus sonorensis L12 (1274524.3),119858.0,2545824693.0,,sonorensis,species
Clostridium sordellii ATCC 9714,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,1303.0,1274.0,994.0,Laura Kutt,04/18/16,ModelSEED,sordellii,sordellii.json,1292036.0,kb|g.209151,,1505.0,2563367177.0,,sordellii,species
Clostridium sp M62/1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Obligate anaerobe,Uncharacterized,Uncharacterized,Uncharacterized,694.0,1458.0,1116.0,Ines Thiele,08/06/12,ModelSEED,sp,sp.json,411486.0,,Clostridium sp. M62/1 (411486.3),,641380448.0,2.0,sp,species
Lysinibacillus sphaericus C3-41,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,,,,,1090.0,1470.0,1118.0,Laura Kutt,04/18/16,Kbase,sphaericus,sphaericus.json,444177.0,kb|g.1506,Lysinibacillus sphaericus C3-41 (444177.5),1421.0,641522637.0,,sphaericus,species
Clostridium spiroforme DSM 1552,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,567.0,1980.0,1223.0,Ines Thiele,08/06/12,ModelSEED,spiroforme,spiroforme.json,428126.0,,Clostridium spiroforme DSM 1552 (428126.7),,641736169.0,1.0,spiroforme,species
"Odoribacter splanchnicus 1651/6, DSM 20712",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,688.0,1131.0,946.0,Eugen Bauer,08/03/14,ModelSEED,splanchnicus,splanchnicus.json,709991.0,,Odoribacter splanchnicus DSM 20712 (709991.3),28118.0,649633078.0,1.0,splanchnicus,species
Clostridium sporogenes ATCC 15579,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,844.0,1766.0,1207.0,Eugen Bauer,09/03/14,ModelSEED,sporogenes,sporogenes.json,471871.0,,Clostridium sporogenes ATCC 15579 (471871.7),1509.0,642791615.0,1.0,sporogenes,species
Clostridium sporosphaeroides DSM 1294,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,772.0,1160.0,914.0,Laura Kutt,04/18/16,ModelSEED,sporosphaeroides,sporosphaeroides.json,1121334.0,kb|g.29574,Clostridium sporosphaeroides DSM 1294 (1121334.3),,,,sporosphaeroides,species
Capnocytophaga sputigena ATCC 33612,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Facultative anaerobe,"Saccharolytic, fermentative",Negative,Pathogen,537.0,1052.0,870.0,chenry,04/15/16,ModelSEED,sputigena,sputigena.json,553177.0,kb|g.2243,Capnocytophaga sputigena ATCC 33612 (553177.6),1019.0,642979305.0,,sputigena,species
Haemophilus sputorum CCUG 13788,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Aerobe,Respiratory,Negative,,666.0,1239.0,976.0,Laura Kutt,04/19/16,ModelSEED,sputorum,sputorum.json,1035839.0,kb|g.23371,Haemophilus sputorum CCUG 13788 (1035839.4),1078480.0,2513237309.0,,sputorum,species
Methanosphaera stadtmanae DSM 3091,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Obligate anaerobe,Uses methanol and hydrogen as energy sources and carbon dioxide and acetate as carbon sources,Positive,Commensal,329.0,823.0,716.0,chenry,09/10/14,Kbase,stadtmanae,stadtmanae.json,339860.0,,Methanosphaera stadtmanae DSM 3091 (339860.6),2317.0,637000163.0,,stadtmanae,species
Geobacillus stearothermophilus ATCC 7953,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Aerobe,"Saccharolytic, non-fermentative",Variable,,800.0,1414.0,1082.0,,,Kbase,stearothermophilus,stearothermophilus.json,937593.0,kb|g.241233,,1422.0,,,stearothermophilus,species
Prevotella stercorea DSM 18206,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,461.0,878.0,723.0,chenry,09/09/14,Kbase,stercorea,stercorea.json,1002367.0,kb|g.23116,,363265.0,2513237318.0,,stercorea,species
Anaerofustis stercorihominis DSM 17244,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,587.0,986.0,847.0,Eugen Bauer,08/03/14,ModelSEED,stercorihominis,stercorihominis.json,445971.0,,Anaerofustis stercorihominis DSM 17244 (445971.6),214853.0,641736193.0,1.0,stercorihominis,species
,Bacteria,,,,,,,"Saccharolytic, fermentative",,,,,,,,,stercoris,stercoris.json,,,,,,,stercoris,species
Clostridium sticklandii DSM 519,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,Obligate anaerobe,"Proteolytic, non-sachharolytic",Positive,,699.0,1270.0,959.0,Laura Kutt,04/18/16,ModelSEED,sticklandii,sticklandii.json,499177.0,kb|g.1828,Clostridium sticklandii DSM 519 (499177.3),1511.0,649633033.0,,sticklandii,species
Peptostreptococcus stomatis DSM 17678,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,508.0,1105.0,871.0,Laura Kutt,04/18/16,ModelSEED,stomatis,stomatis.json,596315.0,kb|g.2602,Peptostreptococcus stomatis DSM 17678 (596315.3),341694.0,648276712.0,,stomatis,species
Corynebacterium striatum ATCC 6940,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Pathogen,724.0,1261.0,995.0,chenry,04/15/16,ModelSEED,striatum,striatum.json,525268.0,kb|g.1991,Corynebacterium striatum ATCC 6940 (525268.3),43770.0,,,striatum,species
Providencia stuartii ATCC 25827,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates and amino acids used",Negative,Pathogen,991.0,1589.0,1063.0,Ines Thiele,06/25/12,Kbase,stuartii,stuartii.json,471874.0,,Providencia stuartii ATCC 25827 (471874.6),588.0,641736172.0,1.0,stuartii,species
Pseudomonas stutzeri DSM 4166,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Aerobe,Respiratory,Negative,,1098.0,1607.0,1165.0,,,Kbase,stutzeri,stutzeri.json,996285.0,kb|g.3863,Pseudomonas stutzeri DSM 4166 (996285.3),316.0,,,stutzeri,species
Neisseria subflava NJ9703,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Aerobe,"Oxidative, non-fermentative",Negative,Opportunistic pathogen,701.0,1239.0,948.0,Laura Kutt,04/18/16,ModelSEED,subflava,subflava.json,546268.0,kb|g.2187,Neisseria subflava NJ9703 (546268.4),28449.0,2562617167.0,,subflava,species
Bacillus subtilis str. 168,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1132.0,1713.0,1202.0,,,Kbase,subtilis,subtilis.json,224308.0,kb|g.423,Bacillus subtilis subsp. subtilis str. 168 (224308.113),1423.0,,,subtilis,species
Dialister succinatiphilus YIT 11850,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Obligate anaerobe,Fermentative,Negative,,629.0,1120.0,891.0,Laura Kutt,04/18/16,ModelSEED,succinatiphilus,succinatiphilus.json,742743.0,kb|g.27482,Dialister succinatiphilus YIT 11850 (742743.3),487173.0,2513237349.0,,succinatiphilus,species
