,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
2790,PGPP161,phosphatidylglycerol phosphate phosphatase (n-C16:1),rxn09105,MNXR69685,None,3.1.3.27,PGPP161; PGPP161pp,"['h2o[c]', 'pgp161[c]']",None,"['Water', 'Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)']","['O', None]"
2791,PGPP180,phosphatidylglycerol phosphate phosphatase (n-C18:0),rxn09106,MNXR69686,None,3.1.3.27,PGPP180; PGPP180pp,"['h2o[c]', 'pgp180[c]']",None,"['Water', 'Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)']","['O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCCCC']"
2792,PGPP181,phosphatidylglycerol phosphate phosphatase (n-C18:1),rxn09107,MNXR69687,None,3.1.3.27,PGPP181; PGPP181pp,"['h2o[c]', 'pgp181[c]']",None,"['Water', 'Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)']","['O', None]"
2793,PGPPAI15,anteisopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10269,MNXR28726,None,3.1.3.27,None,"['h2o[c]', 'pgpai15[c]']",None,"['Water', 'Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)']","['O', None]"
2794,PGPPAI17,anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10266,MNXR28723,None,3.1.3.27,None,"['h2o[c]', 'pgpai17[c]']",None,"['Water', 'Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)']","['O', None]"
2795,PGPPI14,isotetradecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10267,MNXR28724,None,3.1.3.27,None,"['h2o[c]', 'pgpi14[c]']",None,"['Water', 'Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)']","['O', None]"
2796,PGPPI15,isopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10268,MNXR28725,None,3.1.3.27,None,"['h2o[c]', 'pgpi15[c]']",None,"['Water', 'Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)']","['O', None]"
2797,PGPPI16,isohexadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10270,MNXR28727,None,3.1.3.27,None,"['h2o[c]', 'pgpi16[c]']",None,"['Water', 'Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)']","['O', None]"
2798,PGPPI17,isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,rxn10265,MNXR28722,None,3.1.3.27,None,"['h2o[c]', 'pgpi17[c]']",None,"['Water', 'Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)']","['O', None]"
2799,PGSA120,Phosphatidylglycerol synthase (n-C12:0),rxn09108,MNXR69692,None,2.7.8.5,PGSA120,"['cdpdddecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-didodecanoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2800,PGSA140,Phosphatidylglycerol synthase (n-C14:0),rxn09109,MNXR69693,None,2.7.8.5,PGSA140,"['cdpdtdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-ditetradecanoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2801,PGSA141,Phosphatidylglycerol synthase (n-C14:1),rxn09110,MNXR69694,None,2.7.8.5,PGSA141,"['cdpdtdec7eg[c]', 'glyc3p[c]']",None,"['CDP-1,2-ditetradec-7-enoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCC=CCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCC=CCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2802,PGSA160,Phosphatidylglycerol synthase (n-C16:0),rxn09111,MNXR69695,None,2.7.8.5,PGSA160,"['cdpdhdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dihexadecanoylglycerol', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2803,PGSA161,Phosphatidylglycerol synthase (n-C16:1),rxn09112,MNXR69697,None,2.7.8.5,PGSA161,"['cdpdhdec9eg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dihexadec-9-enoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCC=CCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2804,PGSA180,Phosphatidylglycerol synthase (n-C18:0),rxn09113,MNXR69698,None,2.7.8.5,PGSA180,"['cdpdodecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dioctadecanoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2805,PGSA181,Phosphatidylglycerol synthase (n-C18:1),rxn09114,MNXR69699,None,2.7.8.5,PGSA181,"['cdpdodec11eg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dioctadec-11-enoylglycerol', 'Glycerol 3-phosphate']","['CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCC=CCCCCCC', 'C(C(COP(=O)(O)O)O)O']"
2806,PGSAAI15,anteisopentadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10263,MNXR28720,None,2.7.8.5,None,"['cdpdaipdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dianteisopentadecanoylglycerol (12-methyl-tetradecanoyl, anteiso-C15)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2807,PGSAAI17,anteisoheptadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10260,MNXR28717,None,2.7.8.5,None,"['cdpdaihpdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-dianteisoheptadecanoylglycerol (14-methyl-hexadecanoyl, anteiso-C17)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2808,PGSAI14,isotetradecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10261,MNXR28718,None,2.7.8.5,None,"['cdpditdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-diisotetradecanoylglycerol (12-methyl-tridecanoyl, iso-C14)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2809,PGSAI15,isopentadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10262,MNXR28719,None,2.7.8.5,None,"['cdpdipdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-diisopentadecanoylglycerol (13-methyl-tetradecanoyl, iso-C15)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2810,PGSAI16,isohexadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10264,MNXR28721,None,2.7.8.5,None,"['cdpdihdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-diisohexadecanoylglycerol (14-methyl-pentadecanoyl, iso-C16)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2811,PGSAI17,isoheptadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,rxn10259,MNXR28716,None,2.7.8.5,None,"['cdpdihpdecg[c]', 'glyc3p[c]']",None,"['CDP-1,2-diisoheptadecanoylglycerol (15-methyl-hexadecanoyl, iso-C17)', 'Glycerol 3-phosphate']","[None, 'C(C(COP(=O)(O)O)O)O']"
2812,PHACOAO,predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation,None,None,None,1.14.13.149,None,"['h2o[c]', 'o2[c]', 'phaccoa[c]']",None,"['Water', 'O2', 'phenylacetyl-CoA(4-)']","['O', 'O=O', 'CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O']"
2813,PHEMEtex,Protoheme diffusion extracellular to periplasm,None,None,None,None,None,['pheme[e]'],None,['Protoheme'],['CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]']
2814,PHETA1,Phenylalanine Transaminase,rxn00493,MNXR102631,R00694,"2.6.1.1, 2.6.1.42, 2.6.1.5, 2.6.1.57, 2.6.1.58, 2.6.1.9",ARO9_1; PHETA1,"['akg[c]', 'phe_L[c]']",R00694,"['2-Oxoglutarate', 'L-phenylalanine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
2815,PHE_Ltex,L-phenylalanine diffusion extracellular to periplasm,None,None,None,None,None,['phe_L[e]'],None,['L-phenylalanine'],['C1=CC=C(C=C1)CC(C(=O)O)N']
2816,PHEt2pp,"L-phenylalanine transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'phe_L[p]']",None,"['proton', 'L-phenylalanine']","['[H+]', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
2817,PHEtecpp,"Transport of L-Phenylalanine  via Diffusion, periplasmatic",None,None,None,None,None,['phe_L[p]'],None,['L-phenylalanine'],['C1=CC=C(C=C1)CC(C(=O)O)N']
2818,PHPPA_GLC_GLCAASE,3-(3-Hydroxyphenyl)Propionate Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'phppa_glc[c]']",None,"['Water', '3-(3-Hydroxyphenyl)Propionate Glucuronide']","['O', None]"
2819,PHPPA_GLCt2pp,"Glucuronate transport in via proton symport 3-(3-Hydroxyphenyl)Propionate Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'phppa_glc[p]']",None,"['proton', '3-(3-Hydroxyphenyl)Propionate Glucuronide']","['[H+]', None]"
2820,PHPPA_GLCtex,3-(3-Hydroxyphenyl)Propionate Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['phppa_glc[e]'],None,['3-(3-Hydroxyphenyl)Propionate Glucuronide'],[None]
2821,PHPPAtepp,"beta-glucuronidase reaction product export 3-(3-hydroxyphenyl)propionate, periplasmatic",None,None,None,None,None,['phppa[c]'],None,['p-hydroxyphenylpropionic acid'],['C1=CC(=CC=C1CCC(=O)O)O']
2822,PHPPAtex,p-hydroxyphenylpropionic acid diffusion extracellular to periplasm,None,None,None,None,None,['phppa[e]'],None,['p-hydroxyphenylpropionic acid'],['C1=CC(=CC=C1CCC(=O)O)O']
2823,PHPT,ATP:protein-L-histidine N(pi)-phosphotransferase,rxn06197,None,None,None,None,"['atp[c]', 'phis[c]']",R02625,"['ATP', 'Protein histidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', None]"
2824,PHTHRDH,NAD-dependent threonine 4-phosphate dehydrogenase,rxn03951,MNXR85368,None,1.1.1.262,THPDH,"['nad[c]', 'phthr[c]']",R05681,"['Nicotinamide adenine dinucleotide', 'O-Phospho-4-hydroxy-L-threonine']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(C(C(C(=O)O)N)O)OP(=O)(O)O']"
2825,PHTN_GLC_GLCAASE,Phenacetin Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'phtn_glc[c]']",None,"['Water', 'Phenacetin Glucuronide']","['O', None]"
2826,PHTN_GLCt2pp,"Glucuronate transport in via proton symport Phenacetin Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'phtn_glc[p]']",None,"['proton', 'Phenacetin Glucuronide']","['[H+]', None]"
2827,PHTN_GLCtex,Phenacetin Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['phtn_glc[e]'],None,['Phenacetin Glucuronide'],[None]
2828,PHYCBOXL,L-Phenylalanine Carboxy-Lyase,rxn00497,MNXR102650,R00699,"4.1.1.28, 4.1.1.53",PHYCBOXL,"['h[c]', 'phe_L[c]']",R00699,"['proton', 'L-phenylalanine']","['[H+]', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
2829,PIMEtex,Pimelate diffusion extracellular to periplasm,None,None,None,None,None,['pime[e]'],None,['Pimelate'],['C(CCC(=O)O)CCC(=O)O']
2830,PIMEtrpp,"pimelate transport via diffusion, reversible, periplasmatic",None,None,None,None,None,['pime[p]'],None,['Pimelate'],['C(CCC(=O)O)CCC(=O)O']
2831,PITPPH,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase",rxn06716,None,None,None,None,"['h2o[c]', 'pail345p_hs[c]']",R04513,"['Water', '1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)']","['O', None]"
2832,PIabcpp,"phosphate transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'pi[p]']",None,"['ATP', 'Water', 'hydrogenphosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'OP(=O)([O-])[O-]']"
2833,PIt6bipp,"PIt6b irreversible, periplasmatic",None,None,None,None,None,"['h[p]', 'pi[p]']",None,"['proton', 'hydrogenphosphate']","['[H+]', 'OP(=O)([O-])[O-]']"
2834,PIt7irpp,"PIt7ir, periplasmatic",None,None,None,None,None,"['na1[p]', 'pi[p]']",None,"['Sodium', 'hydrogenphosphate']","['[Na]', 'OP(=O)([O-])[O-]']"
2835,PItex,hydrogenphosphate diffusion extracellular to periplasm,None,None,None,None,None,['pi[e]'],None,['hydrogenphosphate'],['OP(=O)([O-])[O-]']
2836,PMACPME,Cleavage of ester from pimeloyl-ACP methyl ester (BioH),None,None,None,3.1.1.85,None,"['h2o[c]', 'pmACPm[c]']",None,"['Water', 'Pimeloyl-ACP methyl ester']","['O', None]"
2837,PMANM,Phosphomannomutase,rxn01329,MNXR101729,R01818,5.4.2.8,PMANM; SEC53,['man1p[c]'],R01818,['D-Mannose 1-phosphate'],['C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O']
2838,PMDPHT,pyrimidine phosphatase,rxn05039,MNXR4352,None,3.1.3.-,U78,"['5aprbu[c]', 'h2o[c]']",R07280,"['5-Amino-6-(5-phosphoribitylamino)uracil', 'Water']","['C(C(C(C(COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=O)N1)N', 'O']"
2839,PMIPPT,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase,rxn06389,None,None,None,MSS4,"['atp[c]', 'pail4p_hs[c]']",R03469,"['ATP', '1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', None]"
2840,PMPK,phosphomethylpyrimidine kinase,rxn03108,MNXR69768,None,2.7.4.7,PMPK; THI20_2,"['4ampm[c]', 'atp[c]']",R04509,"['4-Amino-2-methyl-5-phosphomethylpyrimidine', 'ATP']","['CC1=NC=C(C(=N1)N)COP(=O)(O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2841,PMTCOATA,hexadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05458,MNXR78083,None,2.3.1.180,FAS1_7_c,"['coa[c]', 'palmACP[c]']",R10700,"['Coenzyme A', 'Palmitoyl-ACP (n-C16:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
2842,PNCLNH,Penicillin G Hydrolase,rxn11599,None,None,None,None,"['h2o[c]', 'peng[c]']",R04318,"['Water', 'Penicillin G']","['O', 'CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C']"
2843,PNP,Purine-Nucleoside Phosphorylase,rxn01646,MNXR103048,R02294,"2.4.2.-, 2.4.2.1",PNP; RIOR,"['pi[c]', 'rnam[c]']",R02294,"['hydrogenphosphate', 'N-Ribosylnicotinamide']","['OP(=O)([O-])[O-]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N']"
2844,PNSDOPRT,Purine nucleoside:orthophosphate ribosyltransferase,rxn01684,None,None,None,PUNP8,"['nebari[c]', 'pi[c]']",R08368,"['Nebularine', 'hydrogenphosphate']","['C1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O', 'OP(=O)([O-])[O-]']"
2845,PNTEH,(R)-Pantetheine Amidohydrolase,rxn02130,MNXR103049,R02973,3.5.1.92,PNTEH,"['h2o[c]', 'ptth[c]']",R02973,"['Water', 'pantetheine']","['O', 'CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O']"
2846,PNTK,Pantothenate Kinase,rxn12510,MNXR103050,R03018,2.7.1.33,PNTK; YDR531W,"['atp[c]', 'pnto_R[c]']",R03018,"['ATP', '(R)-Pantothenate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C)(CO)C(C(=O)NCCC(=O)O)O']"
2847,PNTO_Rtex,(R)-Pantothenate diffusion extracellular to periplasm,None,None,None,None,None,['pnto_R[e]'],None,['(R)-Pantothenate'],['CC(C)(CO)C(C(=O)NCCC(=O)O)O']
2848,PNTOt4pp,"Pantothenate sodium symporter, periplasmatic",None,None,None,None,None,"['na1[p]', 'pnto_R[p]']",None,"['Sodium', '(R)-Pantothenate']","['[Na]', 'CC(C)(CO)C(C(=O)NCCC(=O)O)O']"
2849,POHNADOR,primary_alcohol:NAD+ oxidoreductase,rxn05871,None,None,None,None,"['1oh[c]', 'nad[c]']",R00623,"['Primary alcohol', 'Nicotinamide adenine dinucleotide']","['CO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2850,POR4,Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-),rxn05938,MNXR84837,None,1.2.7.1,None,"['accoa[c]', 'co2[c]', 'fdxrd[c]']",None,"['Acetyl-CoA', 'Carbon dioxide', 'Reduced ferredoxin']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(=O)=O', None]"
2851,POTOR,4-(phosphonooxy)threonine:NAD oxidoreductase,rxn11663,None,None,None,None,"['nad[c]', 'phthr[c]']",R05837,"['Nicotinamide adenine dinucleotide', 'O-Phospho-4-hydroxy-L-threonine']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C(C(C(C(=O)O)N)O)OP(=O)(O)O']"
2852,POX,pyruvate oxidase,rxn09167,MNXR55841,None,1.2.2.2,POX,"['h2o[c]', 'pyr[c]', 'q8[c]']",None,"['Water', 'Pyruvate', 'Ubiquinone-8']","['O', 'CC(=O)C(=O)[O-]', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2853,PPA,Inorganic Diphosphatase,rxn00001,MNXR100808,R00004,3.6.1.1,IPP1; PPA; PPA_1; PPAm,"['h2o[c]', 'ppi[c]']",R00004,"['Water', 'Diphosphate']","['O', '[O-]P(=O)([O-])OP(=O)([O-])[O-]']"
2854,PPAKr,Propionate kinase,rxn00985,MNXR4375,None,2.7.2.1,PPAK; PPAKr; PROPP,"['adp[c]', 'ppap[c]']",R01353,"['ADP', 'Propanoyl phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', 'CCC(=O)OP(=O)(O)O']"
2855,PPAt2rpp,"Propionate transport via proton symport reversible, periplasmatic",None,None,None,None,None,"['h[c]', 'ppa[c]']",None,"['proton', 'Propionate']","['[H+]', 'CCC(=O)[O-]']"
2856,PPAtex,propionate diffusion extracellular to periplasm,None,None,None,None,None,['ppa[e]'],None,['Propionate'],['CCC(=O)[O-]']
2857,PPBNGS,Porphobilinogen Synthase,rxn00029,MNXR103095,R00036,4.2.1.24,HEM2; PPBNGS,['5aop[c]'],R00036,['5-Amino-4-oxopentanoate'],['C(CC(=O)O)C(=O)CN']
2858,PPC,phosphoenolpyruvate carboxylase,None,None,None,None,None,"['co2[c]', 'h2o[c]', 'pep[c]']",None,"['Carbon dioxide', 'Water', 'Phosphoenolpyruvate']","['C(=O)=O', 'O', 'C=C(C(=O)O)OP(=O)(O)O']"
2859,PPCDC,Phosphopantothenoylcysteine Decarboxylase,rxn02341,MNXR103098,R03269,4.1.1.36,PPCDC; U93,"['4ppcys[c]', 'h[c]']",R03269,"['N-((R)-4-Phosphopantothenoyl)-L-cysteine', 'proton']","['CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O', '[H+]']"
2860,PPCK,phosphoenolpyruvate carboxykinase,rxn35519,None,None,None,PCK1; PPCK; PPCKr,"['atp[c]', 'oaa[c]']",R00341,"['ATP', 'Oxaloacetate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(=O)C(=O)O)C(=O)O']"
2861,PPCOACAT,Propanoyl-CoA:acetyl-CoA C-acyltransferase,rxn02639,None,None,None,None,"['cholcoa[c]', 'ppcoa[c]']",R03719,"['choloyl-CoA(4-)', 'Propanoyl-CoA']","['CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C', 'CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
2862,PPDMCOR,"2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase",rxn11834,None,None,None,None,"['2phpdmcmt[c]', 'nad[c]']",R08306,"['2-Phenyl-1,3-propanediol monocarbamate', 'Nicotinamide adenine dinucleotide']","['C1=CC=C(C=C1)C(CO)COC(=O)N', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2863,PPGPPDP,"guanosine-3,5-bis(diphosphate) 3-diphosphatase",rxn00242,MNXR69771,None,3.1.7.2,G35DP; GDPDP3PH; PPGPP; PPGPPDP,"['h2o[c]', 'ppgpp[c]']",R00336,"['Water', 'Guanosine 3,5-bis(diphosphate)']","['O', None]"
2864,PPH,[Acetyl-CoA carboxylase] phosphate phosphohydrolase,rxn06356,None,None,None,None,"['acoap[c]', 'h2o[c]']",R03273,"['[Acetyl-CoA carboxylase] phosphate', 'Water']","[None, 'O']"
2865,PPIACPT,Pyrophosphate:acetate phosphotransferase,rxn00230,MNXR8294,None,None,None,"['ac[c]', 'ppi[c]']",R00320,"['Acetate', 'Diphosphate']","['CC(=O)[O-]', '[O-]P(=O)([O-])OP(=O)([O-])[O-]']"
2866,PPItepp,"Diphosphate exporter, periplasmatic",None,None,None,None,None,['ppi[c]'],None,['Diphosphate'],['[O-]P(=O)([O-])OP(=O)([O-])[O-]']
2867,PPItex,Diphosphate diffusion extracellular to periplasm,None,None,None,None,None,['ppi[e]'],None,['Diphosphate'],['[O-]P(=O)([O-])OP(=O)([O-])[O-]']
2868,PPM,Phosphopentomutase,rxn00778,MNXR103115,None,"5.4.2.-, 5.4.2.2, 5.4.2.7",None,['r1p[c]'],R01057,['alpha-D-Ribose 1-phosphate'],['C(C1C(C(C(O1)OP(=O)(O)O)O)O)O']
2869,PPNCL3,Phosphopantothenate-Cysteine Ligase,rxn12512,MNXR103120,R04230,"6.3.2.-, 6.3.2.5",PPNCL3,"['4ppan[c]', 'atp[c]', 'cys_L[c]']",R04230,"['D-4-Phosphopantothenate', 'ATP', 'L-cysteine']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)N)S']"
2870,PPND,prephenate dehydrogenase,rxn01268,MNXR4402,None,1.3.1.12,PPND; U52,"['nad[c]', 'pphn[c]']",R01728,"['Nicotinamide adenine dinucleotide', 'Prephenate']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O']"
2871,PPND2,PrephenateNADP+ oxidoreductase(decarboxylating),rxn01269,MNXR4403,None,1.3.1.13,PPND2; TYR1,"['nadp[c]', 'pphn[c]']",R01730,"['Nicotinamide adenine dinucleotide phosphate', 'Prephenate']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O']"
2872,PPNDH,prephenate dehydratase,rxn01000,MNXR4404,None,4.2.1.51,PHA2; PPNDH,"['h[c]', 'pphn[c]']",R01373,"['proton', 'Prephenate']","['[H+]', 'C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O']"
2873,PPOR,"Phenylpyruvate:Oxygen Oxidoreductase (Hydroxylating, Decarboxylating)",rxn00999,MNXR103126,R01372,1.13.11.27,None,"['o2[c]', 'phpyr[c]']",R01372,"['O2', 'keto-phenylpyruvate']","['O=O', 'C1=CC=C(C=C1)CC(=O)C(=O)[O-]']"
